bull_id,bull_ebv,cow_id,cow_ebv,average_ebv,difference_ebv,inbreeding_level,fitness
US00000000795,1867.9,NL00000083246,834.6,1351.2,1033.3,0.0,1287.6199951171875
US00000000795,1867.9,DE00000081833,833.2,1350.6,1034.7,0.0,1287.419921875
US00000000795,1867.9,DE00000059599,832.8,1350.4,1035.1,0.0,1287.340087890625
US00000000795,1867.9,GB00000085715,829.3,1348.6,1038.6,0.0,1286.5999755859375
US00000000795,1867.9,RU00000090597,827.7,1347.8,1040.2,0.0,1286.2801513671875
US00000000795,1867.9,DE00000072756,827.2,1347.6,1040.7,0.0,1286.219970703125
US00000000795,1867.9,FR00000072822,826.0,1347.0,1041.9,0.0,1285.97998046875
US00000000795,1867.9,RU00000053534,825.7,1346.8,1042.2,0.0,1285.8800048828125
US00000000795,1867.9,US00000051644,824.8,1346.4,1043.1,0.0,1285.739990234375
US00000000795,1867.9,RU00000062262,823.9,1345.9,1044.0,0.0,1285.5201416015625
US00000000795,1867.9,FR00000056083,822.0,1345.0,1045.9,0.0,1285.1800537109375
US00000000795,1867.9,DE00000067680,819.8,1343.9,1048.1,0.0,1284.739990234375
US00000000795,1867.9,US00000083053,819.4,1343.7,1048.5,0.0,1284.659912109375
US00000000795,1867.9,US00000051710,817.3,1342.6,1050.6,0.0,1284.199951171875
US00000000795,1867.9,GB00000091239,815.3,1341.6,1052.6,0.0,1283.800048828125
US00000000795,1867.9,GB00000081947,813.6,1340.8,1054.3,0.0,1283.5
US00000000795,1867.9,US00000056093,811.6,1339.8,1056.3,0.0,1283.10009765625
US00000000795,1867.9,FR00000066355,810.7,1339.3,1057.2,0.0,1282.8800048828125
US00000000795,1867.9,RU00000076153,810.7,1339.3,1057.2,0.0,1282.8800048828125
US00000000795,1867.9,DE00000081145,810.2,1339.1,1057.7,0.0,1282.820068359375
US00000000795,1867.9,FR00000086438,809.2,1338.6,1058.7,0.0,1282.6199951171875
US00000000795,1867.9,US00000051723,808.4,1338.2,1059.5,0.0,1282.4599609375
US00000000795,1867.9,GB00000058882,806.5,1337.2,1061.4,0.0,1282.0400390625
US00000000795,1867.9,US00000083127,805.8,1336.9,1062.1,0.0,1281.9400634765625
US00000000795,1867.9,DE00000072882,805.2,1336.6,1062.7,0.0,1281.820068359375
US00000000795,1867.9,NL00000085480,804.7,1336.3,1063.2,0.0,1281.6800537109375
US00000000795,1867.9,FR00000062140,802.8,1335.4,1065.1,0.0,1281.340087890625
US00000000795,1867.9,RU00000063460,802.3,1335.1,1065.6,0.0,1281.199951171875
US00000000795,1867.9,NL00000067486,800.7,1334.3,1067.2,0.0,1280.8800048828125
US00000000795,1867.9,US00000089563,799.4,1333.7,1068.5,0.0,1280.659912109375
US00000000795,1867.9,US00000068796,799.4,1333.7,1068.5,0.0,1280.659912109375
US00000000795,1867.9,US00000051749,798.8,1333.4,1069.1,0.0,1280.5400390625
US00000000795,1867.9,NL00000065066,798.3,1333.1,1069.6,0.0,1280.4000244140625
US00000000795,1867.9,FR00000062323,797.0,1332.5,1070.9,0.0,1280.1800537109375
US00000000795,1867.9,NL00000072948,796.6,1332.2,1071.3,0.0,1280.02001953125
US00000000795,1867.9,DE00000083230,794.0,1331.0,1073.9,0.0,1279.580078125
US00000000795,1867.9,DE00000088656,790.0,1329.0,1077.9,0.0,1278.780029296875
US00000000795,1867.9,GB00000072878,788.6,1328.2,1079.3,0.0,1278.419921875
US00000000795,1867.9,NL00000062257,787.5,1327.7,1080.4,0.0,1278.239990234375
US00000000795,1867.9,US00000080339,786.2,1327.1,1081.7,0.0,1278.02001953125
US00000000795,1867.9,FR00000068569,784.4,1326.2,1083.5,0.0,1277.659912109375
US00000000795,1867.9,GB00000083169,782.0,1325.0,1085.9,0.0,1277.1800537109375
US00000000795,1867.9,NL00000068642,780.6,1324.2,1087.3,0.0,1276.8199462890625
US00000000795,1867.9,RU00000062111,780.1,1324.0,1087.8,0.0,1276.7601318359375
US00000000795,1867.9,RU00000083262,779.8,1323.9,1088.1,0.0,1276.739990234375
US00000000795,1867.9,DE00000082840,777.6,1322.8,1090.3,0.0,1276.3001708984375
US00000000795,1867.9,FR00000064467,777.5,1322.7,1090.4,0.0,1276.239990234375
US00000000795,1867.9,NL00000073031,774.7,1321.3,1093.2,0.0,1275.6800537109375
US00000000795,1867.9,DE00000085472,774.0,1321.0,1093.9,0.0,1275.580078125
US00000000795,1867.9,FR00000060295,773.0,1320.5,1094.9,0.0,1275.3800048828125
US00000000795,1867.9,FR00000074951,771.6,1319.8,1096.3,0.0,1275.10009765625
US00000000795,1867.9,DE00000072999,771.1,1319.5,1096.8,0.0,1274.9599609375
US00000000795,1867.9,NL00000051810,770.5,1319.2,1097.4,0.0,1274.8399658203125
US00000000795,1867.9,NL00000081790,769.2,1318.6,1098.7,0.0,1274.6199951171875
US00000000795,1867.9,DE00000054143,768.7,1318.3,1099.2,0.0,1274.47998046875
US00000000795,1867.9,RU00000073626,762.7,1315.3,1105.2,0.0,1273.2801513671875
US00000000795,1867.9,FR00000071226,761.0,1314.5,1106.9,0.0,1272.97998046875
US00000000795,1867.9,FR00000086182,758.8,1313.4,1109.1,0.0,1272.5400390625
US00000000795,1867.9,FR00000069748,757.7,1312.8,1110.2,0.0,1272.2801513671875
US00000000795,1867.9,DE00000075832,756.7,1312.3,1111.2,0.0,1272.080078125
US00000000795,1867.9,FR00000072783,756.6,1312.2,1111.3,0.0,1272.02001953125
US00000000795,1867.9,US00000073941,755.9,1311.9,1112.0,0.0,1271.9200439453125
US00000000795,1867.9,FR00000056895,755.0,1311.5,1112.9,0.0,1271.780029296875
US00000000795,1867.9,GB00000065805,753.5,1310.7,1114.4,0.0,1271.43994140625
US00000000795,1867.9,NL00000072654,753.5,1310.7,1114.4,0.0,1271.43994140625
US00000000795,1867.9,NL00000083109,752.7,1310.3,1115.2,0.0,1271.2801513671875
US00000000795,1867.9,DE00000072845,751.9,1309.9,1116.0,0.0,1271.1199951171875
US00000000795,1867.9,GB00000083291,751.1,1309.5,1116.8,0.0,1270.9599609375
US00000000795,1867.9,GB00000076216,748.5,1308.2,1119.4,0.0,1270.43994140625
US00000000795,1867.9,GB00000083228,748.2,1308.1,1119.7,0.0,1270.419921875
US00000000795,1867.9,NL00000074100,745.0,1306.5,1122.9,0.0,1269.780029296875
US00000000795,1867.9,GB00000064095,744.9,1306.4,1123.0,0.0,1269.719970703125
US00000000795,1867.9,FR00000075452,744.4,1306.2,1123.5,0.0,1269.659912109375
US00000000795,1867.9,DE00000078434,743.3,1305.6,1124.6,0.0,1269.4000244140625
US00000000795,1867.9,US00000064857,742.9,1305.4,1125.0,0.0,1269.320068359375
US00000000795,1867.9,NL00000053735,742.5,1305.2,1125.4,0.0,1269.239990234375
US00000000795,1867.9,RU00000083020,740.1,1304.0,1127.8,0.0,1268.7601318359375
US00000000795,1867.9,US00000072686,739.8,1303.9,1128.1,0.0,1268.739990234375
US00000000795,1867.9,DE00000062305,739.8,1303.9,1128.1,0.0,1268.739990234375
US00000000795,1867.9,FR00000053507,739.2,1303.6,1128.7,0.0,1268.6199951171875
US00000000795,1867.9,RU00000072928,739.2,1303.6,1128.7,0.0,1268.6199951171875
US00000000795,1867.9,US00000078371,738.2,1303.1,1129.7,0.0,1268.419921875
US00000000795,1867.9,DE00000073265,737.8,1302.9,1130.1,0.0,1268.340087890625
US00000000795,1867.9,US00000091671,737.4,1302.7,1130.5,0.0,1268.260009765625
US00000000795,1867.9,NL00000056258,736.2,1302.1,1131.7,0.0,1268.02001953125
US00000000795,1867.9,US00000075028,735.6,1301.8,1132.3,0.0,1267.9000244140625
US00000000795,1867.9,US00000093590,735.0,1301.5,1132.9,0.0,1267.780029296875
US00000000795,1867.9,FR00000084259,734.0,1301.0,1133.9,0.0,1267.580078125
US00000000795,1867.9,US00000070491,733.6,1300.8,1134.3,0.0,1267.5
US00000000795,1867.9,RU00000059748,733.4,1300.7,1134.5,0.0,1267.4599609375
US00000000795,1867.9,DE00000078951,731.3,1299.6,1136.6,0.0,1267.0
US00000000795,1867.9,RU00000062147,730.5,1299.2,1137.4,0.0,1266.8399658203125
US00000000795,1867.9,RU00000073803,729.7,1298.8,1138.2,0.0,1266.6800537109375
US00000000795,1867.9,GB00000091842,729.0,1298.5,1138.9,0.0,1266.580078125
US00000000795,1867.9,US00000072773,728.6,1298.2,1139.3,0.0,1266.419921875
US00000000795,1867.9,GB00000051739,725.3,1296.6,1142.6,0.0,1265.800048828125
US00000000795,1867.9,DE00000053195,724.5,1296.2,1143.4,0.0,1265.6400146484375
US00000000795,1867.9,DE00000069195,724.2,1296.1,1143.7,0.0,1265.6199951171875
US00000000795,1867.9,NL00000072846,724.1,1296.0,1143.8,0.0,1265.56005859375
US00000000795,1867.9,FR00000051463,723.3,1295.6,1144.6,0.0,1265.4000244140625
US00000000795,1867.9,US00000055502,722.4,1295.2,1145.5,0.0,1265.260009765625
US00000000795,1867.9,FR00000059779,721.7,1294.8,1146.2,0.0,1265.080078125
US00000000795,1867.9,DE00000070874,721.5,1294.7,1146.4,0.0,1265.0400390625
US00000000795,1867.9,RU00000072825,719.7,1293.8,1148.2,0.0,1264.6800537109375
US00000000795,1867.9,FR00000051791,718.5,1293.2,1149.4,0.0,1264.43994140625
US00000000795,1867.9,FR00000062326,718.5,1293.2,1149.4,0.0,1264.43994140625
US00000000795,1867.9,US00000062211,718.0,1293.0,1149.9,0.0,1264.3800048828125
US00000000795,1867.9,US00000051689,717.2,1292.6,1150.7,0.0,1264.219970703125
US00000000795,1867.9,US00000060882,716.5,1292.2,1151.4,0.0,1264.0400390625
US00000000795,1867.9,NL00000093164,715.2,1291.6,1152.7,0.0,1263.820068359375
US00000000795,1867.9,RU00000062083,714.8,1291.4,1153.1,0.0,1263.739990234375
US00000000795,1867.9,FR00000069283,714.8,1291.4,1153.1,0.0,1263.739990234375
US00000000795,1867.9,GB00000056774,714.2,1291.1,1153.7,0.0,1263.6199951171875
US00000000795,1867.9,GB00000051731,714.6,1291.2,1153.3,0.0,1263.6199951171875
US00000000795,1867.9,FR00000068095,714.2,1291.1,1153.7,0.0,1263.6199951171875
US00000000795,1867.9,NL00000051545,713.8,1290.9,1154.1,0.0,1263.5400390625
US00000000795,1867.9,GB00000072937,712.8,1290.4,1155.1,0.0,1263.340087890625
US00000000795,1867.9,RU00000070763,712.9,1290.4,1155.0,0.0,1263.320068359375
US00000000795,1867.9,FR00000085566,708.9,1288.4,1159.0,0.0,1262.5201416015625
US00000000795,1867.9,NL00000086574,707.5,1287.7,1160.4,0.0,1262.239990234375
US00000000795,1867.9,GB00000055724,705.8,1286.9,1162.1,0.0,1261.9400634765625
US00000000795,1867.9,RU00000061423,705.7,1286.8,1162.2,0.0,1261.8800048828125
US00000000795,1867.9,GB00000062297,705.0,1286.5,1162.9,0.0,1261.780029296875
US00000000795,1867.9,US00000051564,703.5,1285.7,1164.4,0.0,1261.43994140625
US00000000795,1867.9,RU00000062240,699.3,1283.6,1168.6,0.0,1260.5999755859375
US00000000795,1867.9,FR00000065097,697.8,1282.9,1170.1,0.0,1260.340087890625
US00000000795,1867.9,FR00000064845,695.5,1281.7,1172.4,0.0,1259.8399658203125
US00000000795,1867.9,US00000073146,695.1,1281.5,1172.8,0.0,1259.7601318359375
US00000000795,1867.9,DE00000072889,694.6,1281.2,1173.3,0.0,1259.6199951171875
US00000000795,1867.9,DE00000067116,693.6,1280.8,1174.3,0.0,1259.5
US00000000795,1867.9,RU00000069160,692.5,1280.2,1175.4,0.0,1259.239990234375
US00000000795,1867.9,US00000062205,691.3,1279.6,1176.6,0.0,1259.0
US00000000795,1867.9,NL00000065176,690.9,1279.4,1177.0,0.0,1258.9200439453125
NL00000051437,772.5,DE00000023145,1840.5,1306.5,1068.0,0.0,1258.800048828125
US00000000795,1867.9,US00000058096,689.8,1278.9,1178.1,0.0,1258.739990234375
US00000000795,1867.9,RU00000058004,689.9,1278.9,1178.0,0.0,1258.7200927734375
US00000000795,1867.9,GB00000055658,688.8,1278.4,1179.1,0.0,1258.5400390625
US00000000795,1867.9,DE00000052886,688.7,1278.3,1179.2,0.0,1258.4801025390625
US00000000795,1867.9,US00000083085,687.5,1277.7,1180.4,0.0,1258.239990234375
US00000000795,1867.9,FR00000062325,684.4,1276.2,1183.5,0.0,1257.659912109375
US00000000795,1867.9,RU00000080768,683.6,1275.8,1184.3,0.0,1257.5001220703125
US00000000795,1867.9,NL00000083231,683.4,1275.7,1184.5,0.0,1257.4599609375
US00000000795,1867.9,GB00000083248,681.7,1274.8,1186.2,0.0,1257.080078125
US00000000795,1867.9,RU00000061425,680.9,1274.4,1187.0,0.0,1256.9200439453125
US00000000795,1867.9,RU00000075758,679.6,1273.8,1188.3,0.0,1256.7000732421875
US00000000795,1867.9,FR00000081548,677.6,1272.8,1190.3,0.0,1256.300048828125
US00000000795,1867.9,US00000051494,677.5,1272.7,1190.4,0.0,1256.239990234375
US00000000795,1867.9,NL00000071465,673.4,1270.7,1194.5,0.0,1255.4599609375
US00000000795,1867.9,US00000092655,672.8,1270.4,1195.1,0.0,1255.3399658203125
US00000000795,1867.9,NL00000090222,671.6,1269.8,1196.3,0.0,1255.10009765625
US00000000795,1867.9,US00000051747,671.3,1269.6,1196.6,0.0,1255.0
US00000000795,1867.9,US00000051662,669.8,1268.9,1198.1,0.0,1254.739990234375
US00000000795,1867.9,RU00000062037,669.7,1268.8,1198.2,0.0,1254.6800537109375
US00000000795,1867.9,FR00000084937,667.6,1267.8,1200.3,0.0,1254.300048828125
US00000000795,1867.9,GB00000083000,667.1,1267.5,1200.8,0.0,1254.1600341796875
US00000000795,1867.9,GB00000069856,667.1,1267.5,1200.8,0.0,1254.1600341796875
US00000000795,1867.9,NL00000076741,666.2,1267.1,1201.7,0.0,1254.02001953125
US00000000795,1867.9,FR00000072922,664.0,1266.0,1203.9,0.0,1253.5799560546875
US00000000795,1867.9,GB00000090610,663.3,1265.6,1204.6,0.0,1253.4000244140625
US00000000795,1867.9,US00000079890,662.4,1265.2,1205.5,0.0,1253.260009765625
US00000000795,1867.9,US00000091717,662.5,1265.2,1205.4,0.0,1253.239990234375
US00000000795,1867.9,RU00000083311,662.3,1265.1,1205.6,0.0,1253.199951171875
US00000000795,1867.9,US00000053493,662.1,1265.0,1205.8,0.0,1253.1600341796875
