bull_id,cow_id
NL00000051437,US00000015703
GB00000052082,NL00000015717
GB00000052082,DE00000017167
NL00000050889,NL00000017170
GB00000052082,NL00000017195
NL00000050788,FR00000017197
NL00000050788,DE00000017231
DE00000080214,US00000017241
NL00000051437,FR00000017264
NL00000050788,GB00000017271
GB00000052082,GB00000017272
GB00000052082,NL00000017273
GB00000052082,GB00000017280
US00000051455,US00000017304
NL00000050889,NL00000017315
US00000051455,DE00000017348
NL00000050889,DE00000017349
NL00000051437,GB00000017353
US00000051455,NL00000017381
DE00000080214,DE00000017384
NL00000051437,GB00000017385
NL00000051437,FR00000017392
US00000051108,DE00000017415
NL00000051437,NL00000017431
NL00000050788,NL00000017435
GB00000052082,FR00000017461
NL00000050889,FR00000017498
GB00000052082,US00000017503
US00000051108,DE00000017505
NL00000050788,RU00000017506
DE00000080214,US00000017561
US00000051455,FR00000017587
GB00000052082,FR00000017592
DE00000080214,FR00000015739
GB00000052082,NL00000015750
NL00000050788,GB00000015755
GB00000052082,RU00000015788
US00000051455,RU00000015791
US00000051108,DE00000015796
NL00000050889,GB00000015800
NL00000051437,DE00000015810
GB00000052082,US00000015815
US00000051455,NL00000015827
US00000051455,GB00000015855
NL00000050889,FR00000015868
NL00000050788,DE00000015880
GB00000052082,NL00000015884
GB00000052082,NL00000015885
NL00000051437,RU00000015887
NL00000050788,GB00000015888
US00000051108,FR00000015889
NL00000050889,GB00000015891
DE00000080214,DE00000017711
GB00000052082,FR00000019721
NL00000050788,FR00000019722
NL00000051437,GB00000019723
NL00000050788,FR00000019737
NL00000050788,DE00000019863
GB00000052082,RU00000019869
NL00000051437,NL00000019898
NL00000050889,NL00000019929
US00000051108,FR00000019935
GB00000052082,NL00000019940
NL00000050788,RU00000019955
GB00000052082,DE00000019966
DE00000080214,RU00000020007
NL00000050788,RU00000017758
US00000051108,GB00000017765
US00000051455,DE00000017791
DE00000080214,US00000017831
US00000051455,FR00000017849
NL00000050788,NL00000017851
US00000051455,US00000015945
US00000051455,RU00000016033
US00000051455,FR00000016037
US00000051455,GB00000016039
DE00000080214,DE00000016091
NL00000051437,DE00000016112
GB00000052082,NL00000016113
GB00000052082,RU00000016115
US00000051455,FR00000020064
NL00000050889,FR00000020070
NL00000051437,FR00000020096
DE00000080214,GB00000020099
NL00000051437,FR00000020102
US00000051455,FR00000020105
DE00000080214,US00000020106
GB00000052082,DE00000020109
NL00000051437,FR00000020161
NL00000050889,DE00000020219
US00000051455,GB00000020256
GB00000052082,RU00000017917
NL00000051437,US00000017918
NL00000050788,GB00000017926
US00000051455,RU00000017960
NL00000051437,DE00000017961
DE00000080214,US00000017962
GB00000052082,DE00000017966
NL00000051437,US00000017968
US00000051455,US00000017974
GB00000052082,GB00000017979
NL00000050788,US00000017996
DE00000080214,NL00000017998
GB00000052082,US00000018028
NL00000050788,US00000018039
DE00000080214,FR00000018042
NL00000051437,GB00000018051
US00000051455,FR00000018108
NL00000050889,FR00000018112
NL00000050889,FR00000016140
NL00000051437,FR00000016155
US00000051455,US00000016166
NL00000050788,FR00000016170
US00000051455,GB00000016171
GB00000052082,GB00000016174
NL00000050788,GB00000016175
NL00000050788,RU00000016176
DE00000080214,GB00000021638
NL00000051437,RU00000021645
NL00000051437,RU00000021647
NL00000050889,NL00000021662
GB00000052082,RU00000021666
US00000051455,US00000021718
US00000051455,RU00000021759
DE00000080214,RU00000021781
NL00000050889,NL00000021785
DE00000080214,FR00000020293
US00000051108,GB00000020329
DE00000080214,RU00000020340
GB00000052082,RU00000020343
NL00000051437,US00000020405
US00000051455,US00000020406
NL00000050889,DE00000020407
US00000051455,RU00000020439
NL00000050788,FR00000020513
NL00000051437,RU00000018142
US00000051108,RU00000018156
GB00000052082,RU00000018182
NL00000050889,FR00000018217
US00000051108,FR00000018218
NL00000050788,GB00000018236
NL00000050889,RU00000018237
NL00000050788,NL00000018242
DE00000080214,FR00000018246
US00000051108,FR00000018247
NL00000051437,US00000018248
GB00000052082,DE00000018249
DE00000080214,DE00000018251
NL00000051437,FR00000018252
DE00000080214,US00000018253
NL00000050889,NL00000018254
NL00000051437,RU00000018256
US00000051108,FR00000018257
NL00000050788,DE00000018258
US00000051455,NL00000018259
NL00000050788,GB00000018260
GB00000052082,US00000018263
DE00000080214,GB00000018264
GB00000052082,GB00000018268
DE00000080214,GB00000018272
NL00000050889,US00000018273
US00000051455,DE00000018274
NL00000051437,GB00000018275
US00000051455,GB00000018279
US00000051455,US00000018280
GB00000052082,FR00000021835
GB00000052082,RU00000021836
NL00000050788,GB00000021854
NL00000050889,US00000021857
NL00000050788,US00000021864
NL00000051437,FR00000021873
GB00000052082,RU00000021983
US00000051455,FR00000022007
NL00000050889,NL00000022038
GB00000052082,DE00000022060
DE00000080214,FR00000020561
US00000051455,NL00000020577
GB00000052082,DE00000020584
GB00000052082,FR00000020620
US00000051455,DE00000020627
US00000051455,RU00000020629
US00000051455,NL00000020644
US00000051455,FR00000020667
NL00000050889,FR00000020708
