cow_id,cow_ebv,bull_id,bull_ebv,average_ebv,difference_ebv,inbreeding_level
RU00000009304,948.2,DE00000073683,-969.5,-10.6,1917.7,0.0
US00000009322,1285.7,GB00000064975,-1252.2,16.8,2537.9,0.0
DE00000009348,419.9,NL00000051437,772.5,596.2,352.6,0.0
FR00000009358,1193.7,DE00000073683,-969.5,112.1,2163.2,0.0
FR00000009362,1030.4,DE00000073683,-969.5,30.5,1999.9,0.0
GB00000004605,368.3,NL00000051437,772.5,570.4,404.2,0.0
FR00000004643,458.4,NL00000050788,691.9,575.2,233.5,0.0
NL00000008652,589.0,NL00000051437,772.5,680.8,183.5,0.0
DE00000008676,680.8,NL00000050449,-1305.2,-312.2,1986.0,0.0
US00000008709,1425.9,GB00000064975,-1252.2,86.9,2678.1,0.0
US00000008717,1009.3,NL00000050449,-1305.2,-147.9,2314.5,0.0
GB00000008736,549.3,DE00000080214,704.2,626.8,154.9,0.0
FR00000008737,845.4,DE00000073683,-969.5,-62.0,1814.9,0.0
GB00000008738,442.3,NL00000051437,772.5,607.4,330.2,0.0
GB00000008739,419.9,NL00000051437,772.5,596.2,352.6,0.0
US00000008741,494.8,NL00000050788,691.9,593.4,197.1,0.0
US00000008742,1065.3,NL00000050449,-1305.2,-119.9,2370.5,0.0
FR00000008757,763.9,GB00000064975,-1252.2,-244.1,2016.1,0.0
US00000008759,232.1,DE00000080214,704.2,468.2,472.1,0.0
RU00000008793,504.4,NL00000050788,691.9,598.2,187.5,0.0
GB00000008824,101.2,NL00000050788,691.9,396.6,590.7,0.0
GB00000004665,-343.3,NL00000051437,772.5,214.6,1115.8,0.0
FR00000004669,698.8,GB00000064975,-1252.2,-276.7,1951.0,0.0
NL00000004712,752.9,NL00000050449,-1305.2,-276.1,2058.1,0.0
FR00000004716,629.0,DE00000073683,-969.5,-170.2,1598.5,0.0
RU00000004731,663.3,GB00000064975,-1252.2,-294.4,1915.5,0.0
NL00000004735,457.1,DE00000080214,704.2,580.7,247.1,0.0
DE00000004736,194.0,NL00000050889,650.7,422.4,456.7,0.0
GB00000004742,690.1,GB00000064975,-1252.2,-281.0,1942.3,0.0
GB00000004778,1165.8,DE00000073683,-969.5,98.2,2135.3,0.0
US00000004806,805.3,GB00000064975,-1252.2,-223.4,2057.5,0.0
RU00000004809,413.6,NL00000051437,772.5,593.1,358.9,0.0
RU00000004810,671.4,DE00000073683,-969.5,-149.0,1640.9,0.0
GB00000009412,1050.5,NL00000050449,-1305.2,-127.3,2355.7,0.0
NL00000009413,1047.8,DE00000073683,-969.5,39.2,2017.3,0.0
NL00000009415,948.8,GB00000064975,-1252.2,-151.7,2201.0,0.0
RU00000009432,1038.1,NL00000050449,-1305.2,-133.5,2343.3,0.0
DE00000009457,635.5,NL00000050449,-1305.2,-334.8,1940.7,0.0
NL00000009466,418.4,NL00000050788,691.9,555.2,273.5,0.0
US00000009493,613.5,GB00000064975,-1252.2,-319.3,1865.7,0.0
FR00000009525,1012.2,DE00000073683,-969.5,21.4,1981.7,0.0
FR00000009570,1020.9,NL00000050449,-1305.2,-142.1,2326.1,0.0
NL00000009585,721.3,DE00000073683,-969.5,-124.1,1690.8,0.0
NL00000009593,1119.9,NL00000050449,-1305.2,-92.6,2425.1,0.0
NL00000009608,734.4,DE00000073683,-969.5,-117.5,1703.9,0.0
FR00000011357,753.1,GB00000064975,-1252.2,-249.5,2005.3,0.0
RU00000011359,983.6,GB00000064975,-1252.2,-134.3,2235.8,0.0
GB00000008880,889.6,GB00000064975,-1252.2,-181.3,2141.8,0.0
GB00000008887,840.1,GB00000064975,-1252.2,-206.0,2092.3,0.0
GB00000008935,451.2,NL00000051437,772.5,611.9,321.3,0.0
GB00000008948,343.3,NL00000051437,772.5,557.9,429.2,0.0
US00000008952,839.3,GB00000064975,-1252.2,-206.4,2091.5,0.0
FR00000008955,646.5,NL00000050449,-1305.2,-329.3,1951.7,0.0
RU00000008959,419.9,NL00000051437,772.5,596.2,352.6,0.0
GB00000009016,611.2,DE00000073683,-969.5,-179.1,1580.7,0.0
FR00000009017,397.2,NL00000051437,772.5,584.9,375.3,0.0
GB00000012926,900.3,GB00000064975,-1252.2,-175.9,2152.5,0.0
DE00000012932,798.2,DE00000073683,-969.5,-85.6,1767.7,0.0
RU00000012951,1153.5,GB00000064975,-1252.2,-49.3,2405.7,0.0
US00000012954,596.8,NL00000050788,691.9,644.4,95.1,0.0
RU00000012970,458.9,DE00000080214,704.2,581.6,245.3,0.0
DE00000012971,753.1,NL00000050449,-1305.2,-276.0,2058.3,0.0
RU00000012974,548.4,NL00000050788,691.9,620.2,143.5,0.0
GB00000012978,746.9,NL00000050449,-1305.2,-279.1,2052.1,0.0
NL00000012987,419.9,NL00000051437,772.5,596.2,352.6,0.0
FR00000012992,205.5,DE00000080214,704.2,454.9,498.7,0.0
DE00000013019,1073.5,GB00000064975,-1252.2,-89.3,2325.7,0.0
FR00000013068,683.3,GB00000064975,-1252.2,-284.4,1935.5,0.0
RU00000009644,1110.5,NL00000050449,-1305.2,-97.3,2415.7,0.0
RU00000009659,409.4,NL00000050788,691.9,550.7,282.5,0.0
NL00000009662,1007.6,GB00000064975,-1252.2,-122.3,2259.8,0.0
GB00000009674,346.8,NL00000050788,691.9,519.4,345.1,0.0
DE00000009675,556.0,NL00000050788,691.9,624.0,135.9,0.0
NL00000009682,168.6,NL00000051437,772.5,470.6,603.9,0.0
DE00000009691,343.3,DE00000080214,704.2,523.8,360.9,0.0
FR00000009692,906.0,NL00000050449,-1305.2,-199.6,2211.2,0.0
US00000009697,987.9,GB00000064975,-1252.2,-132.1,2240.1,0.0
US00000009700,546.5,DE00000080214,704.2,625.4,157.7,0.0
RU00000009701,787.8,NL00000050449,-1305.2,-258.7,2093.0,0.0
FR00000009702,987.0,DE00000073683,-969.5,8.8,1956.5,0.0
NL00000009705,891.9,NL00000050449,-1305.2,-206.6,2197.1,0.0
RU00000009706,612.6,NL00000050449,-1305.2,-346.3,1917.8,0.0
NL00000009707,914.3,NL00000050449,-1305.2,-195.4,2219.5,0.0
NL00000009709,313.6,NL00000051437,772.5,543.1,458.9,0.0
FR00000009711,684.2,DE00000073683,-969.5,-142.6,1653.7,0.0
NL00000009713,1280.5,NL00000050449,-1305.2,-12.3,2585.7,0.0
GB00000009714,494.8,NL00000050788,691.9,593.4,197.1,0.0
FR00000009718,935.7,NL00000050449,-1305.2,-184.7,2240.9,0.0
FR00000009719,985.0,DE00000073683,-969.5,7.8,1954.5,0.0
DE00000009745,263.4,NL00000050788,691.9,477.7,428.5,0.0
RU00000009747,603.4,DE00000073683,-969.5,-183.0,1572.9,0.0
RU00000009748,157.0,NL00000050788,691.9,424.5,534.9,0.0
