cow_id,cow_ebv,bull_id,bull_ebv,average_ebv,difference_ebv,inbreeding_level
US00000008759,232.1,DE00000080214,704.2,468.2,472.1,0.0
RU00000008793,504.4,NL00000050788,691.9,598.2,187.5,0.0
GB00000008824,101.2,NL00000050889,650.7,376.0,549.5,0.0
GB00000004665,-343.3,NL00000051437,772.5,214.6,1115.8,0.0
FR00000004669,698.8,NL00000050889,650.7,674.8,48.1,0.0
NL00000004712,752.9,US00000051455,489.8,621.4,263.1,0.0
FR00000004716,629.0,NL00000050889,650.7,639.9,21.7,0.0
RU00000004731,663.3,US00000051455,489.8,576.5,173.5,0.0
NL00000004735,457.1,DE00000080214,704.2,580.7,247.1,0.0
DE00000004736,194.0,NL00000050788,691.9,443.0,497.9,0.0
GB00000004742,690.1,US00000051455,489.8,589.9,200.3,0.0
GB00000004778,1165.8,US00000051108,477.0,821.4,688.8,0.0
US00000004806,805.3,NL00000050889,650.7,728.0,154.6,0.0
RU00000004809,413.6,NL00000050889,650.7,532.2,237.1,0.0
RU00000004810,671.4,GB00000052082,480.4,575.9,191.0,0.0
GB00000009412,1050.5,US00000051108,477.0,763.8,573.5,0.0
NL00000009413,1047.8,US00000051108,477.0,762.4,570.8,0.0
NL00000009415,948.8,US00000051108,477.0,712.9,471.8,0.0
RU00000009432,1038.1,US00000051455,489.8,763.9,548.3,0.0
DE00000009457,635.5,DE00000080214,704.2,669.9,68.7,0.0
NL00000009466,418.4,NL00000050788,691.9,555.2,273.5,0.0
US00000009493,613.5,DE00000080214,704.2,658.9,90.7,0.0
FR00000009525,1012.2,US00000051455,489.8,751.0,522.4,0.0
FR00000009570,1020.9,US00000051455,489.8,755.4,531.1,0.0
NL00000009585,721.3,US00000051455,489.8,605.5,231.5,0.0
NL00000009593,1119.9,US00000051455,489.8,804.9,630.1,0.0
NL00000009608,734.4,GB00000052082,480.4,607.4,254.0,0.0
FR00000011357,753.1,US00000051455,489.8,621.4,263.3,0.0
RU00000011359,983.6,US00000051455,489.8,736.7,493.8,0.0
GB00000008880,889.6,US00000051455,489.8,689.7,399.8,0.0
GB00000008887,840.1,NL00000050889,650.7,745.4,189.4,0.0
GB00000008935,451.2,NL00000051437,772.5,611.9,321.3,0.0
GB00000008948,343.3,NL00000051437,772.5,557.9,429.2,0.0
US00000008952,839.3,US00000051455,489.8,664.5,349.5,0.0
FR00000008955,646.5,DE00000080214,704.2,675.4,57.7,0.0
RU00000008959,419.9,NL00000051437,772.5,596.2,352.6,0.0
GB00000009016,611.2,NL00000051437,772.5,691.9,161.3,0.0
FR00000009017,397.2,NL00000050788,691.9,544.6,294.7,0.0
GB00000012926,900.3,NL00000050889,650.7,775.5,249.6,0.0
DE00000012932,798.2,NL00000050889,650.7,724.5,147.5,0.0
RU00000012951,1153.5,GB00000052082,480.4,816.9,673.1,0.0
US00000012954,596.8,NL00000050788,691.9,644.4,95.1,0.0
RU00000012970,458.9,NL00000051437,772.5,615.7,313.6,0.0
DE00000012971,753.1,GB00000052082,480.4,616.7,272.7,0.0
RU00000012974,548.4,NL00000050788,691.9,620.2,143.5,0.0
GB00000012978,746.9,US00000051455,489.8,618.4,257.1,0.0
NL00000012987,419.9,NL00000051437,772.5,596.2,352.6,0.0
FR00000012992,205.5,NL00000050788,691.9,448.7,486.4,0.0
DE00000013019,1073.5,GB00000052082,480.4,776.9,593.1,0.0
FR00000013068,683.3,US00000051455,489.8,586.5,193.5,0.0
RU00000009644,1110.5,US00000051108,477.0,793.8,633.5,0.0
RU00000009659,409.4,NL00000050788,691.9,550.7,282.5,0.0
NL00000009662,1007.6,US00000051455,489.8,748.7,517.8,0.0
GB00000009674,346.8,NL00000050788,691.9,519.4,345.1,0.0
DE00000009675,556.0,NL00000050788,691.9,624.0,135.9,0.0
NL00000009682,168.6,NL00000051437,772.5,470.6,603.9,0.0
DE00000009691,343.3,NL00000051437,772.5,557.9,429.2,0.0
FR00000009692,906.0,GB00000052082,480.4,693.2,425.6,0.0
US00000009697,987.9,US00000051455,489.8,738.9,498.1,0.0
US00000009700,546.5,DE00000080214,704.2,625.4,157.7,0.0
RU00000009701,787.8,GB00000052082,480.4,634.1,307.4,0.0
FR00000009702,987.0,NL00000050889,650.7,818.9,336.3,0.0
NL00000009705,891.9,US00000051455,489.8,690.9,402.1,0.0
RU00000009706,612.6,DE00000080214,704.2,658.4,91.6,0.0
NL00000009707,914.3,NL00000050889,650.7,782.5,263.6,0.0
NL00000009709,313.6,NL00000050889,650.7,482.2,337.1,0.0
FR00000009711,684.2,US00000051455,489.8,587.0,194.4,0.0
NL00000009713,1280.5,US00000051108,477.0,878.8,803.5,0.0
GB00000009714,494.8,NL00000050788,691.9,593.4,197.1,0.0
FR00000009718,935.7,US00000051108,477.0,706.4,458.7,0.0
FR00000009719,985.0,NL00000050889,650.7,817.9,334.3,0.0
DE00000009745,263.4,NL00000050889,650.7,457.1,387.3,0.0
RU00000009747,603.4,NL00000050788,691.9,647.7,88.5,0.0
RU00000009748,157.0,NL00000050788,691.9,424.5,534.9,0.0
DE00000009823,465.9,NL00000051437,772.5,619.2,306.6,0.0
GB00000011398,492.2,NL00000051437,772.5,632.4,280.3,0.0
NL00000011402,609.6,NL00000050788,691.9,650.8,82.3,0.0
US00000011403,634.6,NL00000050788,691.9,663.2,57.3,0.0
US00000011443,689.7,US00000051455,489.8,589.8,199.9,0.0
FR00000011448,1049.8,US00000051108,477.0,763.4,572.8,0.0
NL00000011494,1165.5,GB00000052082,480.4,822.9,685.1,0.0
RU00000011511,1131.1,US00000051455,489.8,810.4,641.3,0.0
DE00000011545,343.3,NL00000051437,772.5,557.9,429.2,0.0
DE00000011546,1090.0,GB00000052082,480.4,785.2,609.6,0.0
FR00000011547,933.7,US00000051108,477.0,705.4,456.7,0.0
GB00000011548,343.3,NL00000051437,772.5,557.9,429.2,0.0
GB00000009878,932.6,US00000051455,489.8,711.2,442.8,0.0
FR00000009890,1224.0,GB00000052082,480.4,852.2,743.6,0.0
FR00000009895,987.1,US00000051455,489.8,738.4,497.3,0.0
RU00000009903,939.4,GB00000052082,480.4,709.9,459.0,0.0
US00000009913,611.5,DE00000080214,704.2,657.9,92.7,0.0
DE00000009952,915.8,US00000051108,477.0,696.4,438.8,0.0
NL00000009965,884.4,GB00000052082,480.4,682.4,404.0,0.0
GB00000010033,1427.7,GB00000052082,480.4,954.0,947.3,0.0
FR00000010043,250.2,NL00000050889,650.7,450.5,400.5,0.0
NL00000010056,655.4,GB00000052082,480.4,567.9,175.0,0.0
US00000010057,811.4,GB00000052082,480.4,645.9,331.0,0.0
RU00000011560,910.3,NL00000050889,650.7,780.5,259.6,0.0
RU00000011565,918.6,US00000051455,489.8,704.2,428.8,0.0
